Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1848,1848,French Revolution of 1848,French Republic,July Monarchy,,https://en.wikipedia.org/wiki/French_Revolution_of_1848,
1848,1849,Revolutions of 1848 in the\nGerman states,German Confederation\nAustrian Empire\nBaden\nPrussia\nKingdom of Saxony\nKingdom of Bavaria,German Rebels,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states
1848,1849,Baden Revolution\n,Baden,Freischar,Revolutions of,https://en.wikipedia.org/wiki/Baden_Revolution,
,,1848 in the German states,,,,,
1848,1849,Revolutions of 1848 in the\nHabsburg areas,,,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas
1848,1848,Wallachian Revolution of\n1848,Ottoman Empire\nRussian Empire,Wallachia,,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848
1848,1849,Sicilian revolution of\nindependence of 1848,Kingdom of the Two\nSicilies\nSupported by:\nKingdom of Spain,Kingdom of Sicily\nSupported by:\nCongress Poland,,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848
1848,1848,Dutch intervention in Northern\nBali (1848),Netherlands,Bali,,https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848),https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848)
1848,1848,Matale rebellion,British Empire,Kandian Peasants,,https://en.wikipedia.org/wiki/Matale_rebellion,
1848,1849,First Italian War of\nIndependence,Austrian Empire,Kingdom of Sardinia\nGrand Duchy of\nTuscany\nPapal States\nKingdom of the Two\nSicilies,,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence
1848,1849,Second Anglo-Sikh War,British Empire\nBritish East India\nCompany,Sikh Empire,,https://en.wikipedia.org/wiki/Second_Anglo-Sikh_War,
1848,1849,Hungarian War of\nIndependence,Austrian Empire\nRussian Empire,Hungary,,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848
1848,1849,Serb Uprising of 1848–49,Serbs (Austrian Empire)\nSerbian volunteers\nAustrian Empire,Hungary,,https://en.wikipedia.org/wiki/Serb_Uprising_of_1848%E2%80%9349,
1848,1849,Praieira revolt,Empire of Brazil,Praieiros,,https://en.wikipedia.org/wiki/Praieira_revolt,
1848,1849,Slovak Uprising of 1848–49,Slovak National Council,Kingdom of Hungary,,https://en.wikipedia.org/wiki/Slovak_Uprising_of_1848%E2%80%9349,
1848,1851,First Schleswig War\nThe Three Years' War,Denmark,Schleswig-Holstein\nPrussia\nKingdom of Saxony,,https://en.wikipedia.org/wiki/First_Schleswig_War,
1849,1850,Dutch intervention in Bali\n(1849),Netherlands\nLombok,Buleleng\nJembrana\nKlungkung,,https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849),https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849)
1849,1849,May Uprising in Dresden\n,Prussia\nKingdom of Saxony,Freischar,Revolutions of\n1848 in the German states,https://en.wikipedia.org/wiki/May_Uprising_in_Dresden,
1849,1849,Palatine uprising\n,Kingdom of Bavaria,Freischar,Revolutions of\n1848 in the German states,https://en.wikipedia.org/wiki/Palatine_uprising,
,,nan,nan,nan,,,
1849,1849,Yemeni Expedition of 1849\n,Zaidis,Ottoman Empire,Yemeni–\nOttoman Conflicts,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1849,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts
1849,1855,Burmese–Siamese War\n(1849–55),Burma,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355)
1849,1924,Apache Wars,United States\n(1849–1924)\nConfederate States of\nAmerica\n(1861–1865),Apacheria:\nChiricahua Apache\nJicarilla Apache\nMescalero Apache\nLipan Apache\nWestern Apache\nPlains Apache\nApache Allies:\nUte\nYavapai\nComanche\nCheyenne\nKiowa\nYuma\nMohave,,https://en.wikipedia.org/wiki/Apache_Wars,
1849,1849,Operations against the Baizai\n(1849),British Empire,Baizai Tribesmen,,,
Start,Finish,Name of conflict,Belligerents,nan,,,
,,nan,Victorious party (if applicable),Defeated party (if applicable),,,
1850,1856,Soninke-Marabout\nWar (1850–1856),British Empire\nFrench Empire,Marabout confederacy\nKingdom of the Kombo\n(Soninke),,https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856),https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856)
1850,1864,Taiping Rebellion,China\nBritish Empire\nFrench Empire,Taiping Heavenly Kingdom,,https://en.wikipedia.org/wiki/Taiping_Rebellion,
1850,1853,Eighth Xhosa War,British Empire,Xhosa Tribes\nKhoikhoi Tribes\nNative Kafir Police,,https://en.wikipedia.org/wiki/Eighth_Xhosa_War,
1851,1851,1851 Chilean\nRevolution,Chile,Liberal rebels,,https://en.wikipedia.org/wiki/1851_Chilean_Revolution,https://en.wikipedia.org/wiki/1851_Chilean_Revolution
1851,1851,Bombardment of\nSalé,France,Morocco,,https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851),https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851)
1851,1851,1851 French coup\nd'état,French Second Republic under\nLouis-Napoléon Bonaparte,Republicans,,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat
1851,1852,Platine War,Empire of Brazil\nUruguay\nEntre Ríos\nCorrientes\nSanta Fe,Argentine Confederation\nBlancos,,https://en.wikipedia.org/wiki/Platine_War,
1851,1855,Palembang\nHighlands\nExpeditions,Dutch Empire,Palembangese Rebels,,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions
1851,1865,California Indian\nWars,United States,Miwok\nYokuts\nCahuilla\nCupeno\nQuechan\nYurok\nKaruk\nTolowa\nNomlaki\nChimariko\nWintun\nHupa\nTsnungwe\nWiyot\nWhilkut\nYuki,,https://en.wikipedia.org/wiki/California_Indian_Wars,https://en.wikipedia.org/wiki/California_Indian_Wars
1851,1868,Nian Rebellion,Qing dynasty,Nien militia,,https://en.wikipedia.org/wiki/Nian_Rebellion,
1852,1852,Kautokeino rebellion,Sweden-Norway,Sami rebels,,https://en.wikipedia.org/wiki/Kautokeino_rebellion,
,,nan,nan,nan,,,
1852,1852,Second Anglo-\nBurmese War,British Empire,Burma,,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War
1852,1853,Montenegrin–\nOttoman War (1852–\n53),Montenegro,Ottoman Empire,,https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353)
1852,1862,Herzegovina Uprising\n(1852–62),Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362),https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362)
1853,1854,,State of Venezuela,Rebels,,,
1853,1856,Crimean War,Ottoman Empire\nFrench Empire\n(from 1854)\nBritain\n(from 1854)\nKingdom of Sardinia\n(from 1855)\nCaucasian Imamate (until 1855)\nCircassia\nAbkhazian insurgents (from\n1855)\nEgypt Eyalet\nBeylik of Tunis[11],Russian Empire\nBulgarian volunteers\nPrincipality of Mingrelia\n(vassal)\nKurdish rebels[12]\nKingdom of Greece (until\n1854),,https://en.wikipedia.org/wiki/Crimean_War,
1854,1854,1854 Macedonian\nrebellion,Ottoman Empire,Macedonian rebels,,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion
1854,1855,Expedition against\nthe Chinese in\nMontrado,Netherlands,Pro-Chinese Indonesian rebels\nChinese volunteers\nSupported by:\nChina,,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado
1854,1854,Epirus Revolt of 1854,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1854,
1854,1857,Revolution of Ayutla,Mexican rebels,Santa Anna dictatorship,,https://en.wikipedia.org/wiki/Revolution_of_Ayutla,
1854,1873,Miao Rebellion\n(1854–73),China,Miao people,,https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373),https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373)
1854,1860,French conquest of\nSenegal,French Empire,Kingdom of Waalo\nToucouleur Empire,,https://en.wikipedia.org/wiki/French_conquest_of_Senegal,https://en.wikipedia.org/wiki/French_conquest_of_Senegal
1854,1856,Red Turban\nRebellion (1854–56),Qing Empire of China,Tiandihui,,https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356),https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356)
1854,1861,Bleeding Kansas,Free-Stater (Kansas),Border ruffians,,https://en.wikipedia.org/wiki/Bleeding_Kansas,
1855,1855,Kurdish revolt of\n1855[8],Ottoman Empire\nSupported by:\nFrench Empire\nBritish Empire,Kurdish rebels,,,
1855,1855,First Fiji Expedition,United States,Fiji,,https://en.wikipedia.org/wiki/First_Fiji_Expedition,
,,nan,nan,nan,,,
1855,1856,Nepalese–Tibetan\nWar,Kingdom of Nepal,Tibet,,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War
1855,1856,Santhal rebellion,British Raj\nZamindars,Santal rebels,,https://en.wikipedia.org/wiki/Santhal_rebellion,
1855,1858,Yakima War,United States,Yakama,,https://en.wikipedia.org/wiki/Yakima_War,
1855,1855,Rogue River Wars,United States,Rogue River,,https://en.wikipedia.org/wiki/Rogue_River_Wars,
1855,1855,Battle of Ash Hollow,United States,Brulé Sioux,,https://en.wikipedia.org/wiki/Battle_of_Ash_Hollow,
1855,1856,Puget Sound War,United States,Nisqually\nMuckleshoot\nPuyallup\nKlickitat\nHaida\nTlingit,,https://en.wikipedia.org/wiki/Puget_Sound_War,
1855,1858,Third Seminole War\npart of the Seminole\nWars,United States,Seminole Tribes,,https://en.wikipedia.org/wiki/Seminole_Wars#Third_Seminole_War,https://en.wikipedia.org/wiki/Seminole_Wars
1855,1864,Nias Expedition,Dutch Empire,Nias Rebels,,https://en.wikipedia.org/wiki/Nias_Expedition,
1855,1867,Punti-Hakka Clan\nWars,Punti,Hakka,,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars
1856,1857,Peruvian civil war of\n1856–1858,,,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858
1856,1857,Filibuster War,Allied Central American Army\n(Ejército Aliado Centroamericano)\nCosta Rica\nHonduras\nGuatemala\nEl Salvador\nNicaragua\nLegitimistas (conservative party)\nDemocráticos (liberal party)\nUnited States (naval\nsupport),Filibusters,,https://en.wikipedia.org/wiki/Filibuster_War,
1856,1857,Khost rebellion\n(1856–1857),Emirate of Afghanistan,Khostwal and Waziri tribesmen,,https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857),https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857)
1856,1857,Campaign of 1856–\n57,Costa Rica\nGuatemala\nEl Salvador\nHonduras\nRebel Forces of Patricio\nRivas,Republic of Sonora\nNicaragua,,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357
1856,1856,Battle of Tres Forcas,Morocco,Prussia,,https://en.wikipedia.org/wiki/Battle_of_Tres_Forcas,
,,nan,nan,nan,,,
1856,1860,Second Opium War\nArrow War,United Kingdom\nFrench Empire\nUnited States (1856 and\n1859 only),Qing Empire of China,,https://en.wikipedia.org/wiki/Second_Opium_War,
1856,1857,Anglo-Persian War,British Empire\nEast India Company\nAfghanistan,Persia,,https://en.wikipedia.org/wiki/Anglo-Persian_War,
1856,1873,Panthay Rebellion\nDu Wenxiu Rebellion,Qing Empire of China,Pingnan Guo,,https://en.wikipedia.org/wiki/Panthay_Rebellion,
1856,1857,1857 Cheyenne\nExpedition,United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857
1857,1858,Indian Rebellion of\n1857\nIndia's First War of\nIndependence,British Empire\nBritish East India\nCompany\nNepal\nJammu and Kashmir\n20 Princely states,Sepoys of the East India\nCompany\nMughal Empire\nAwadh\nJhansi\nJagdishpur\nKohra\nBijairaghogarh\nTulsipur State\n7 Princely states,,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857
1857,1858,Utah War,United States,State of Deseret\nUtah Territory\nNauvoo Legion,,https://en.wikipedia.org/wiki/Utah_War,
1857,1860,Ecuadorian–Peruvian\nWar (1857–1860),Peru,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860),https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860)
1857,1861,Reform War,Liberals\nUnited States,Conservatives,,https://en.wikipedia.org/wiki/Reform_War,
1857,1861,Cibaenian Revolution,Dominican Republic\nLiberals Supported by:\nConservatives\nKingdom of Spain,Revolutionary\nGovernment of Cibao,,,
1857,1863,Pahang Civil War,Wan Ahmad loyalists\nTerengganu Sultanate\nRattanakosin Kingdom,Tun Mutahir loyalists\nJohor\nUnited Kingdom,,https://en.wikipedia.org/wiki/Pahang_Civil_War,
1858,1858,March Revolution\n(Venezuela),,,,https://en.wikipedia.org/wiki/March_Revolution_(Venezuela),https://en.wikipedia.org/wiki/March_Revolution_(Venezuela)
1858,1858,Mahtra War,Russian Empire,Estonian peasants,,https://en.wikipedia.org/wiki/Mahtra_War,
1858,1858,Coeur d'Alene War,United States,Spokane\nCoeur d'Alene,,https://en.wikipedia.org/wiki/Coeur_d'Alene_War,
,,,,Paloos\nNorthern Paiute,,,
1858,1858,Fraser Canyon War,United States\nBritish Empire,Nlaka'pamux,,https://en.wikipedia.org/wiki/Fraser_Canyon_War,
1858,1858,Pecija's First Revolt,Ottoman Empire,Serbian peasants,,https://en.wikipedia.org/wiki/Pecija's_First_Revolt,
1858,1862,Cochinchina\nCampaign,French Empire\nKingdom of Spain,Dai Nam,,https://en.wikipedia.org/wiki/Cochinchina_Campaign,https://en.wikipedia.org/wiki/Cochinchina_Campaign
1859,1859,Indigo revolt,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Indigo_revolt,
1859,1859,Third Fiji expedition,United States,Fiji,,https://en.wikipedia.org/wiki/Third_Fiji_expedition,
1859,1859,Second Italian War of\nIndependence,French Empire\nKingdom of Sardinia,Austrian Empire,,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence
1859,1859,Revolution of 1859,Chile,Liberal rebels,,https://en.wikipedia.org/wiki/Revolution_of_1859,
1859,1872,Pig War,United States,United Kingdom,,https://en.wikipedia.org/wiki/Pig_War_(1859),
1859,1860,Hispano-Moroccan\nWar (1859–60),Spain,Morocco,,https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360),https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360)
1859,1863,Banjarmasin War,Dutch Empire,Sultanate of Banjar,,https://en.wikipedia.org/wiki/Banjarmasin_War,
1859,1863,Federal War,Venezuelan Federalists,Venezuelan\nConservatives,,https://en.wikipedia.org/wiki/Federal_War,
1859,1859,1859 Perugia\nuprising,Papal States,Rebels,,https://en.wikipedia.org/wiki/1859_Perugia_uprising,https://en.wikipedia.org/wiki/1859_Perugia_uprising
Start,Finish,Name of conflict,Belligerents,nan,,,
,,nan,Victorious party (if applicable),Defeated party (if applicable),,,
1860,1860,Expedition of the\nThousand,Kingdom of Italy,Two Sicilies\nPapal States,,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand
1860,1860,Portugal–Angoche\nconflict[13],Portuguese Empire\nMozambique,Angoche Sultanate,,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict
1860,1860,1860 Mount Lebanon\ncivil war,Rural Druze clans\nAbu Nakad clan\nImad clan\nAbu Harmouch clan\nTalhuq clan\nJumblatt clan\nSupported by\nal-Atrash clan\nHarfush clan\nRural Sunni and Shia Muslim\nmilitiamen\nSardiyah tribe,Maronites and allies\nRural Maronite militiamen\nZahalni militiamen\nShihab dynasty,,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war
1860,1860,Paiute War,United States,Paiute tribes,,https://en.wikipedia.org/wiki/Paiute_War,
1860,1861,First Taranaki War\nSecond Māori War\nPart of New Zealand\nWars,Māori iwi (tribes)\nMāori King Movement,Government of New Zealand\nBritish Settlers,,https://en.wikipedia.org/wiki/First_Taranaki_War,
1860,1862,Colombian Civil War\n(1860–62),Granadine Confederation,Federal State of Cauca,,https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362),https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362)
1860,1890,Barasa–Ubaidat War,Ubaidat Tribe,Barasa Tribe,,https://en.wikipedia.org/wiki/Barasa%E2%80%93Ubaidat_War,
1861,1883,Occupation of\nAraucanía,Chile,Araucanía,,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa
1861,1865,American Civil War,United States of America,Confederate States of\nAmerica,,https://en.wikipedia.org/wiki/American_Civil_War,
1861,1867,French intervention\nin Mexico\nAlso known as\nFranco-Mexican War,United Mexican States\nSupported by :\nUnited States of America\n(entered in 1865),Second French Empire\nSecond Mexican Empire\nAustrian Empire (German\nand Hungarian volunteers)\nBelgian Foreign Legion\nEgyptian Sudanese\nSupported by :\nKingdom of Spain (retired in\n1862)\nUnited Kingdom (retired in\n1862),,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico
1862,1862,Dakota War of 1862,United States,Dakota Sioux,,https://en.wikipedia.org/wiki/Dakota_War_of_1862,
,,nan,nan,nan,,,
1862,1877,Dungan Revolt\n(1862–77)\nMuslim Rebellion,Qing Empire of China,Muslims of China,,https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377),https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377)
1863,1863,Ecuadorian–\nColombian War,United States of Colombia,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War
1863,1863,Battle of\nShimonoseki Straits,United States,Chōshū Domain,,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits
1863,1863,Bombardment of\nKagoshima\nAnglo-Satsuma War,British Empire,Satsuma Domain,,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima
1863,1864,Shimonoseki\nCampaign,British Empire\nNetherlands\nUnited States\nSecond French Empire,Choshu Domain\nChofu Domain\nKiheitai Volunteers,,https://en.wikipedia.org/wiki/Shimonoseki_Campaign,https://en.wikipedia.org/wiki/Shimonoseki_Campaign
1863,1864,Ambela campaign,British Raj,Afghan Pashtuns\nYusufzai,,https://en.wikipedia.org/wiki/Ambela_campaign,
1863,1864,Invasion of Waikato\nPart of New Zealand\nWars,Government of New\nZealand\nMāori Kupapa,Māori King Movement,,https://en.wikipedia.org/wiki/Invasion_of_Waikato,https://en.wikipedia.org/wiki/New_Zealand_Wars
1863,1864,Second Anglo-\nAshanti War,Ashanti Empire,British Empire,,"https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864","https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864"
1863,1865,Dominican\nRestoration War,Dominican Republic,Spain,,https://en.wikipedia.org/wiki/Dominican_Restoration_War,https://en.wikipedia.org/wiki/Dominican_Restoration_War
1863,1864,January Uprising,Russian Empire,Polish-Lithuanian-Ruthenian\nCommonwealth,,https://en.wikipedia.org/wiki/January_Uprising,
1863,1865,Colorado War,United States,Cheyenne\nArapaho,,https://en.wikipedia.org/wiki/Colorado_War,
1863,1866,Second Taranaki War\nPart of New Zealand\nWars,British Empire,Māori of Taranaki,,https://en.wikipedia.org/wiki/Second_Taranaki_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1864,1864,Kinmon Incident and\nFirst Chōshū\nexpedition,Tokugawa Shogunate\nSatsuma Domain,Aizu Domain\nChoshu Domain\nSonno joi Rebels,,https://en.wikipedia.org/wiki/Kinmon_Incident,https://en.wikipedia.org/wiki/First_Ch%C5%8Dsh%C5%AB_expedition
1864,1864,Second Schleswig\nWar\nSecond Danish-\nGerman War,German Confederation\nAustrian Empire\nKingdom of Prussia,Denmark,,https://en.wikipedia.org/wiki/Second_Schleswig_War,https://en.wikipedia.org/wiki/Second_Schleswig_War
1864,1864,Battle of Dybbøl\nPart of Second\nSchleswig War,Prussia,Denmark,,https://en.wikipedia.org/wiki/Battle_of_Dybb%C3%B8l,https://en.wikipedia.org/wiki/Second_Schleswig_War
1864,1864,Tauranga Campaign\n,Government of New\nZealand\nBritish Settlers\nMāori Kupapa,Ngāi Te Rangi Iwi,New\nZealand Wars,https://en.wikipedia.org/wiki/Tauranga_Campaign,https://en.wikipedia.org/wiki/New_Zealand_Wars
,,nan,nan,nan,,,
1864,1865,Uruguayan War,Empire of Brazil\nColorados,Uruguay,,https://en.wikipedia.org/wiki/Uruguayan_War,
1864,1865,Mejba Revolt,Beylik of Tunis,Tax resisters,,https://en.wikipedia.org/wiki/Mejba_Revolt,
1864,1865,Mito Rebellion\nKanto insurrection\n,Tokugawa Shogunate\nMito Domain,Sonno joi Rebels of Eastern\nJapan,Japanese\nCivil War,https://en.wikipedia.org/wiki/Mito_Rebellion,
1864,1865,Bhutan War,British Empire,Bhutan,,https://en.wikipedia.org/wiki/Bhutan_War,
1864,1865,,Russian Empire,Khanate of Kokand\nEmirate of Bukhara,,,
1864,1866,Chincha Islands War,Peru\nChile\nJoined in 1866:\nEcuador\nBolivia,Spain,,https://en.wikipedia.org/wiki/Chincha_Islands_War,
1864,1868,Snake War,United States,"Shoshone, Bannock, and Paiute\nTribes",,https://en.wikipedia.org/wiki/Snake_War,
1864,1868,Pasoemah\nExpedition,Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Pasoemah_Expedition,https://en.wikipedia.org/wiki/Pasoemah_Expedition
1864,1870,Paraguayan War,Empire of Brazil\nArgentina\nUruguay,Paraguay,,https://en.wikipedia.org/wiki/Paraguayan_War,
1865,1865,Peruvian civil war of\n1865,Revolutionaries,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865
1865,1875,Saudi Civil War,Supporters of Saud,Supporters of Rahman,,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Faisal#Royal_Civil_War,
1865,1872,Black Hawk War\n(1865–72),United States,Ute\nPaiute\nNavajo\nApache,,https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372)
1865,1865,Powder River\nExpedition (1865),United States,Arapaho\nSioux\nCheyenne,,https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865)
1865,1865,Morant Bay rebellion,British Empire,Jamaican Rebels,,https://en.wikipedia.org/wiki/Morant_Bay_rebellion,
1865,1870,Hualapai War,United States,Hualapai,,https://en.wikipedia.org/wiki/Hualapai_War_(1865-70),
1865,1866,Seqiti War,Basuto Kingdom\nBritish Empire,Orange Free State,,https://en.wikipedia.org/wiki/Seqiti_War,
1865,1868,East Cape War\n,Government of New\nZealand\nBritish Settlers\nMāori Kupapa,Hau-Hauist Māori,New\nZealand Wars,https://en.wikipedia.org/wiki/East_Cape_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1865,1868,Russo-Bukharan\nWars,Russian Empire,Emirate of Bukhara,,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars
1865,1890,Haw wars,Kingdom of Siam,Haw rebels,,https://en.wikipedia.org/wiki/Haw_wars,
,,nan,nan,nan,,,
1866,1866,Second Chōshū\nexpedition\nSummer War,Choshu Domain,Tokugawa Shogunate\nAizu Domain,,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition
1866,1866,Austro-Prussian War\nSeven Weeks War\nGerman Civil War,Kingdom of Prussia\nKingdom of Italy\nMecklenburg-Schwerin\nOldenburg\nCounty of Anhalt\nDuchy of Brunswick\nDuchy of Saxe-\nAltenburg\nSaxe-Coburg and\nGotha\nPrincipality of Waldeck-\nPyrmont\nCounty of\nSchwarzburg-\nSondershausen\nPrincipality of Lippe\nBremen\nHamburg\nLübeck,Austrian Empire\nKingdom of Saxony\nKingdom of Bavaria\nGrand Duchy of Baden\nKingdom of\nWürttemberg\nKingdom of Hanover\nGrand Duchy of Hesse\nHesse-Kassel\nPrincipality of Reuss\nElder Line\nDuchy of Saxe-\nMeiningen\nCounty of Schaumburg-\nLippe\nNassau,,https://en.wikipedia.org/wiki/Austro-Prussian_War,
1866,1866,Third Italian War of\nIndependence\n,Kingdom of Italy,Austrian Empire,Austro-\nPrussian War,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence
1866,1868,Red Cloud's War,Lakota Tribe,United States,,https://en.wikipedia.org/wiki/Red_Cloud's_War,
1866,1866,Baikal Insurrection,Russian Empire,Sybiracy,,https://en.wikipedia.org/wiki/Baikal_Insurrection,
1866,1869,Cretan Revolt (1866–\n69),Greek rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369)
1866,1866,French campaign\nagainst Korea (1866)\nByeongin Western\ninvasion,Joseon dynasty (Korea),Second French Empire,,https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866)
